TIPO_AGENTE,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,ANO,PAIS,CANTIDAD_REGISTROS
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES CASTILLO,800 - LITERATURA Y RETÓRICA: GENERAL,2020,MÉXICO,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES CASTILLO,800 - LITERATURA Y RETÓRICA: GENERAL,2021,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES CASTILLO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,MÉXICO,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES CASTILLO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,MÉXICO,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES CASTILLO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES CASTILLO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,MÉXICO,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES CASTILLO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2020,MÉXICO,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES COYOACAN,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES DE LA BANDA ORIENTAL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,URUGUAY,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES DEL LIRIO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2023,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES DEL LIRIO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2024,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES DOS PUNTOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES DOS PUNTOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2021,MÉXICO,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES DOS PUNTOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2023,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES EL NARANJO,800 - LITERATURA Y RETÓRICA: GENERAL,2013,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES EL TUCAN DE VIRGINIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2010,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES ERA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2020,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,2012,COLOMBIA,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,2014,COLOMBIA,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,2019,COLOMBIA,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,2020,COLOMBIA,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES IAMIQUE S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,2020,ARGENTINA,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES ILCSA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2023,MÉXICO,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES LAROUSSE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2012,MÉXICO,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES LIBROS DEL CARDO EIRL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2023,CHILE,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES METALES PESADOS,800 - LITERATURA Y RETÓRICA: GENERAL,2024,CHILE,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES METALES PESADOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,CHILE,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES MONOSILABO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES MONSERRATE SAS,800 - LITERATURA Y RETÓRICA: GENERAL,2014,COLOMBIA,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES MONSERRATE SAS,800 - LITERATURA Y RETÓRICA: GENERAL,2016,COLOMBIA,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES TACITAS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2022,CHILE,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES TACITAS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2023,CHILE,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES TECOLOTE,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES TRICAHUE LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2023,CHILE,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONES TRICAHUE LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2024,CHILE,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDICIONESAKAL MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2021,MÉXICO,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDINEXO E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,2023,COSTA RICA,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDIPRO EDICOES PROFISSIONAIS LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA 34 LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2017,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA 34 LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA 34 LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA 34 LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA 8INVERSO LTDA-ME,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2013,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA 8INVERSO LTDA-ME,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ALEPH LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ALPHERATZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2024,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ANTOFAGICA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2019,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ANTROPOSOFICA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ANTROPOSOFICA LTDA,SIN DATO,2011,BRASIL,7.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ANZOL LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ARQUEIRO LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2024,BRASIL,5.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ASTROLABIO LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2024,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ATY LTDA.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA AYINE LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA AYINE LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA AYINE LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA BEST SELLER,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2013,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA BEST SELLER,SIN DATO,2010,BRASIL,8.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA BEST SELLER,SIN DATO,2012,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA BRASILEIRA DE ARTE E CULTURA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA CAMPOS LTDA - ME,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA CARAMBAIA EIRELI - EPP,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA CARAMBAIA EIRELI - EPP,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA CARAMBAIA EIRELI - EPP,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA CARAMBAIA EIRELI - EPP,890 - LITERATURAS DE OTRAS LENGUAS,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA CARAMBAIA EIRELI - EPP,890 - LITERATURAS DE OTRAS LENGUAS,2019,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA CEJUP LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA COUSA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2024,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA CUORE LTDA. - ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA DUBLINENSE LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA DUBLINENSE LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESFERA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,BRASIL,4.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESTACAO LIBERDADE,800 - LITERATURA Y RETÓRICA: GENERAL,2021,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESTACAO LIBERDADE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2021,BRASIL,4.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESTACAO LIBERDADE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2024,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESTACAO LIBERDADE LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2013,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESTACAO LIBERDADE LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESTACAO LIBERDADE LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESTACAO LIBERDADE LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESTACAO LIBERDADE LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESTACAO LIBERDADE LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,4.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ESTACAO LIBERDADE LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA EUROPA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,10.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA EUROPA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2016,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA EVANGELICA ESPERANCA,SIN DATO,2011,BRASIL,4.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA FILOCALIA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA FOZ IMPRESSOS E DIGITAIS LTDA ME,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA GAIA LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2013,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA GUANABARA KOOGAN,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA HAGNOS LTDA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA HEDRA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2024,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ILUMINURAS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2021,BRASIL,5.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ILUMINURAS LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ILUMINURAS LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ILUMINURAS LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ILUMINURAS LTDA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA INTRINSECA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA JAGUATIRICA DIGITAL LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA JAGUATIRICA DIGITAL LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA LAFONTE LTDA,080 - COLECCIONES GENERALES,2018,BRASIL,7.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA LAFONTE LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA LAFONTE LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA LAMINA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA LAMINA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA LEALTAD S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,2011,PERÚ,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA MADALENA LTDA. - EPP,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA MADALENA LTDA. - EPP,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA MADALENA LTDA. - EPP,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA MARTIN CLARET LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA MARTIN CLARET LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA MARTIN CLARET LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA MARTIN CLARET LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA MODERNA,SIN DATO,2012,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA MOITARA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2013,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA NOVA ALEXANDRIA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA NOVA FRONTEIRA S/A,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA NOVA FRONTEIRA S/A,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA NOVA FRONTEIRA S/A,SIN DATO,2012,BRASIL,5.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA OBJETIVA LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA OBJETIVA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2013,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA OCEANA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2021,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA OCTAVO LTDA. - EPP,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA OFICINAR LTDA ME,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA OFICINAR LTDA ME,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA OFICINAR LTDA ME,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PAULINAS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2021,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PAZ E TERRA S/A,810 - LITERATURA AMERICANA EN INGLÉS,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PAZ E TERRA S/A,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PAZ E TERRA S/A,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2013,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PAZ E TERRA S/A,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PAZ E TERRA S/A,SIN DATO,2010,BRASIL,4.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PAZ E TERRA S/A,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PEIROPOLIS LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PEIROPOLIS LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PEIXOTO NETO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PENSAMENTO-CULTRIX,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2013,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PENSAMENTO-CULTRIX,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PENSAMENTO-CULTRIX,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PENSAMENTO-CULTRIX,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PERSPECTIVA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PERSPECTIVA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PERSPECTIVA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PERSPECTIVA LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PERSPECTIVA S/A,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PRUMO LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA PULO DO GATO LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA REVAN LTDA,SIN DATO,2012,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA ROCCO,SIN DATO,2010,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA RODOPIO LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA SCHWARCZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA SCHWARCZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,5.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA SCHWARCZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,5.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA SCHWARCZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2018,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA SCHWARCZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2019,BRASIL,4.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA SCHWARCZ,SIN DATO,2011,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA TIMBO LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA TIMBO LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA URUTAU LTDA. - ME,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2017,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA VALENTINA LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2016,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA VIA LUDICA LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2024,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA VIA VERITA LTDA,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA VIA VERITA LTDA,SIN DATO,2012,BRASIL,2.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA VOZES,890 - LITERATURAS DE OTRAS LENGUAS,2018,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA VOZES,SIN DATO,2010,BRASIL,6.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA VOZES,SIN DATO,2011,BRASIL,24.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA VOZES,SIN DATO,2012,BRASIL,15.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA WMF MARTINS FONTES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA WMF MARTINS FONTES,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2013,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA WMF MARTINS FONTES,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA WMF MARTINS FONTES,890 - LITERATURAS DE OTRAS LENGUAS,2015,BRASIL,4.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA WMF MARTINS FONTES,890 - LITERATURAS DE OTRAS LENGUAS,2016,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA WMF MARTINS FONTES,890 - LITERATURAS DE OTRAS LENGUAS,2017,BRASIL,3.0
EDITORIAL COMERCIAL,ALEMÁN,EDITORA WMF MARTINS FONTES,890 - LITERATURAS DE OTRAS LENGUAS,2018,BRASIL,2.0
