GRUPO_EDITORIAL_COMPLETO,TIPO_AGENTE,PAIS,ANO,SUBCATEGORIA.DEWEY,CANTIDAD_REGISTROS
EDITORA EVORA LTDA - EPP,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,1.0
EDITORA EVORA LTDA - EPP,EDITORIAL COMERCIAL,BRASIL,2014,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
EDITORA EVORA LTDA - EPP,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA EVORA LTDA - EPP,EDITORIAL COMERCIAL,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA EVORA LTDA - EPP,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA EX MACHINA,EDITORIAL COMERCIAL,BRASIL,2020,810 - LITERATURA AMERICANA EN INGLÉS,1.0
EDITORA EX MACHINA,EDITORIAL COMERCIAL,BRASIL,2023,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
EDITORA EX MACHINA,EDITORIAL COMERCIAL,BRASIL,2023,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
EDITORA EX MACHINA,EDITORIAL COMERCIAL,BRASIL,2024,810 - LITERATURA AMERICANA EN INGLÉS,1.0
EDITORA FAMA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,5.0
EDITORA FGV,EDITORIAL COMERCIAL,BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
EDITORA FIGURATI LTDA,EDITORIAL COMERCIAL,BRASIL,2014,810 - LITERATURA AMERICANA EN INGLÉS,8.0
EDITORA FIGURATI LTDA,EDITORIAL COMERCIAL,BRASIL,2014,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
EDITORA FIGURATI LTDA,EDITORIAL COMERCIAL,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,4.0
EDITORA FIGURATI LTDA,EDITORIAL COMERCIAL,BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,1.0
EDITORA FILHOS DO VENTO,EDITORIAL COMERCIAL,BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA FILOCALIA LTDA,EDITORIAL COMERCIAL,BRASIL,2017,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
EDITORA FILOCALIA LTDA,EDITORIAL COMERCIAL,BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
EDITORA FILOCALIA LTDA,EDITORIAL COMERCIAL,BRASIL,2019,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
EDITORA FILOCALIA LTDA,EDITORIAL COMERCIAL,BRASIL,2023,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
EDITORA FOCO,EDITORIAL COMERCIAL,BRASIL,2014,080 - COLECCIONES GENERALES,2.0
EDITORA FOLEGO LTDA-ME,EDITORIAL COMERCIAL,BRASIL,2012,SIN DATO,7.0
EDITORA FONTANAR,EDITORIAL COMERCIAL,BRASIL,2024,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
EDITORA FONTANAR LTDA,EDITORIAL COMERCIAL,BRASIL,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,5.0
EDITORA FONTANAR LTDA,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,6.0
EDITORA FONTE DE IDEIAS LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA FOZ IMPRESSOS E DIGITAIS LTDA ME,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
EDITORA FOZ IMPRESSOS E DIGITAIS LTDA ME,EDITORIAL COMERCIAL,BRASIL,2015,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
EDITORA FREE PRESS LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
EDITORA FREE PRESS LTDA,EDITORIAL COMERCIAL,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA FTD,EDITORIAL COMERCIAL,BRASIL,2010,SIN DATO,13.0
EDITORA FTD,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,7.0
EDITORA FTD,EDITORIAL COMERCIAL,BRASIL,2012,SIN DATO,17.0
EDITORA FTD,EDITORIAL COMERCIAL,BRASIL,2014,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
EDITORA FTD,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA FUNDACAO PEIROPOLIS LTDA,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA FUNDACAO PEIROPOLIS LTDA,EDITORIAL COMERCIAL,BRASIL,2014,810 - LITERATURA AMERICANA EN INGLÉS,1.0
EDITORA FUNDACAO PEIROPOLIS LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,11.0
EDITORA FUNDACAO PEIROPOLIS LTDA,EDITORIAL COMERCIAL,BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,1.0
EDITORA FUNDACAO PEIROPOLIS LTDA,EDITORIAL COMERCIAL,BRASIL,2015,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
EDITORA FUNDACAO PEIROPOLIS LTDA,EDITORIAL COMERCIAL,BRASIL,2015,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
EDITORA FUNDACAO PEIROPOLIS LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,16.0
EDITORA FUNDACAO PEIROPOLIS LTDA,EDITORIAL COMERCIAL,BRASIL,2015,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
EDITORA FUNDACAO PEIROPOLIS LTDA,EDITORIAL COMERCIAL,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,2.0
EDITORA FUNDAMENTO EDUCACIONAL LTDA,EDITORIAL COMERCIAL,BRASIL,2010,SIN DATO,275.0
EDITORA FUNDAMENTO EDUCACIONAL LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,147.0
EDITORA FUNDAMENTO EDUCACIONAL LTDA,EDITORIAL COMERCIAL,BRASIL,2012,SIN DATO,100.0
EDITORA FUNDAMENTO EDUCACIONAL LTDA,EDITORIAL COMERCIAL,BRASIL,2013,080 - COLECCIONES GENERALES,46.0
EDITORA FUNDAMENTO EDUCACIONAL LTDA,EDITORIAL COMERCIAL,BRASIL,2015,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
EDITORA FUNDAMENTO EDUCACIONAL LTDA,EDITORIAL COMERCIAL,BRASIL,2016,080 - COLECCIONES GENERALES,41.0
EDITORA FUNDAMENTO EDUCACIONAL LTDA,EDITORIAL COMERCIAL,BRASIL,2017,080 - COLECCIONES GENERALES,113.0
EDITORA FUNDAMENTO EDUCACIONAL LTDA,EDITORIAL COMERCIAL,BRASIL,2018,080 - COLECCIONES GENERALES,28.0
EDITORA FUNDAMENTO EDUCACIONAL LTDA,EDITORIAL COMERCIAL,BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,8.0
EDITORA FUNDAMENTO EDUCACIONAL LTDA,EDITORIAL COMERCIAL,BRASIL,2022,800 - LITERATURA Y RETÓRICA: GENERAL,31.0
EDITORA FUTURO LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GADEL,EDITORIAL COMERCIAL,BRASIL,2023,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
EDITORA GADEL,EDITORIAL COMERCIAL,BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
EDITORA GADEL,EDITORIAL COMERCIAL,BRASIL,2024,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
EDITORA GAIA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
EDITORA GAIA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GAIA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
EDITORA GAIA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GAIA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
EDITORA GAIA LTDA,EDITORIAL COMERCIAL,BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
EDITORA GAIVOTA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,13.0
EDITORA GAIVOTA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
EDITORA GAIVOTA LTDA,EDITORIAL COMERCIAL,BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
EDITORA GARAMOND LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,4.0
EDITORA GARAMOND LTDA,EDITORIAL COMERCIAL,BRASIL,2014,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
EDITORA GARAMOND LTDA,EDITORIAL COMERCIAL,BRASIL,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
EDITORA GARAMOND LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GARAMOND LTDA.,EDITORIAL COMERCIAL,BRASIL,2023,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
EDITORA GAZETA SANTA CRUZ LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,9.0
EDITORA GAZETA SANTA CRUZ LTDA,EDITORIAL COMERCIAL,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA GAZETA SANTA CRUZ LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GEEK LTDA,EDITORIAL COMERCIAL,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA GEMINIS,EDITORIAL COMERCIAL,PANAMÁ,2011,800 - LITERATURA Y RETÓRICA: GENERAL,10.0
EDITORA GENTE - LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2018,810 - LITERATURA AMERICANA EN INGLÉS,2.0
EDITORA GENTE - LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2018,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
EDITORA GENTE - LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2019,810 - LITERATURA AMERICANA EN INGLÉS,6.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,1.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,890 - LITERATURAS DE OTRAS LENGUAS,15.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,810 - LITERATURA AMERICANA EN INGLÉS,2.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,40.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,13.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,820 - LITERATURA INGLESA E INGLESA ANTIGUA,7.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2016,810 - LITERATURA AMERICANA EN INGLÉS,4.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2016,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2017,810 - LITERATURA AMERICANA EN INGLÉS,7.0
EDITORA GENTE LIVRARIA E EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2017,820 - LITERATURA INGLESA E INGLESA ANTIGUA,10.0
EDITORA GERMANICA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
EDITORA GLOBO,EDITORIAL COMERCIAL,BRASIL,2020,810 - LITERATURA AMERICANA EN INGLÉS,1.0
EDITORA GLOBO LIVROS LTDA,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
EDITORA GLOBO LIVROS LTDA,EDITORIAL COMERCIAL,BRASIL,2018,810 - LITERATURA AMERICANA EN INGLÉS,2.0
EDITORA GLOBO LIVROS LTDA,EDITORIAL COMERCIAL,BRASIL,2018,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
EDITORA GLOBO LIVROS LTDA,EDITORIAL COMERCIAL,BRASIL,2019,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
EDITORA GLOBO LIVROS LTDA,EDITORIAL COMERCIAL,BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2013,080 - COLECCIONES GENERALES,1.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2013,810 - LITERATURA AMERICANA EN INGLÉS,2.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2013,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2013,890 - LITERATURAS DE OTRAS LENGUAS,5.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2016,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2016,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,8.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2019,810 - LITERATURA AMERICANA EN INGLÉS,3.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2019,820 - LITERATURA INGLESA E INGLESA ANTIGUA,12.0
EDITORA GLOBO S/A,EDITORIAL COMERCIAL,BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA GOBLIN SLAVE,EDITORIAL COMERCIAL,BRASIL,2022,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
EDITORA GOL LTDA,EDITORIAL COMERCIAL,BRASIL,2013,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
EDITORA GOL LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,7.0
EDITORA GRAFAR LTDA. ME,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GRAFAR LTDA. ME,EDITORIAL COMERCIAL,BRASIL,2017,080 - COLECCIONES GENERALES,1.0
EDITORA GRAFAR LTDA. ME,EDITORIAL COMERCIAL,BRASIL,2018,080 - COLECCIONES GENERALES,1.0
EDITORA GRAFICA ITUIUTABA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
EDITORA GRAFICA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GRAFSET LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
EDITORA GUANABARA KOOGAN,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,4.0
EDITORA GUARDA-CHUVA LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,1.0
EDITORA GUARDA-CHUVA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA GUARDA-CHUVA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GUARDA-CHUVA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,2.0
EDITORA GUARDA-CHUVA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
EDITORA GUTENBERG LTDA,EDITORIAL COMERCIAL,BRASIL,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
EDITORA GUTENBERG LTDA,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA GUTENBERG LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,16.0
EDITORA HAGNOS LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,9.0
EDITORA HAGNOS LTDA,EDITORIAL COMERCIAL,BRASIL,2013,810 - LITERATURA AMERICANA EN INGLÉS,1.0
EDITORA HAGNOS LTDA,EDITORIAL COMERCIAL,BRASIL,2014,810 - LITERATURA AMERICANA EN INGLÉS,3.0
EDITORA HAGNOS LTDA,EDITORIAL COMERCIAL,BRASIL,2014,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
"EDITORA HANNOVER, EIRL",EDITORIAL COMERCIAL,REPÚBLICA DOMINICANA,2012,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA HEDRA,EDITORIAL COMERCIAL,BRASIL,2023,800 - LITERATURA Y RETÓRICA: GENERAL,73.0
EDITORA HEDRA,EDITORIAL COMERCIAL,BRASIL,2023,810 - LITERATURA AMERICANA EN INGLÉS,2.0
EDITORA HEDRA,EDITORIAL COMERCIAL,BRASIL,2023,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
EDITORA HEDRA,EDITORIAL COMERCIAL,BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
EDITORA HEDRA,EDITORIAL COMERCIAL,BRASIL,2024,810 - LITERATURA AMERICANA EN INGLÉS,11.0
EDITORA HEDRA,EDITORIAL COMERCIAL,BRASIL,2024,820 - LITERATURA INGLESA E INGLESA ANTIGUA,4.0
EDITORA HEDRA,EDITORIAL COMERCIAL,BRASIL,2024,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
EDITORA HEDRA,EDITORIAL COMERCIAL,BRASIL,2024,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
EDITORA HEDRA,EDITORIAL COMERCIAL,BRASIL,2024,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
EDITORA HEDRA,EDITORIAL COMERCIAL,BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA HEDRA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
EDITORA HEDRA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA HEDRA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
EDITORA HEDRA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA HEDRA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,6.0
EDITORA HEDRA LTDA,EDITORIAL COMERCIAL,BRASIL,2017,810 - LITERATURA AMERICANA EN INGLÉS,6.0
EDITORA HEDRA LTDA,EDITORIAL COMERCIAL,BRASIL,2017,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
EDITORA HEDRA LTDA,EDITORIAL COMERCIAL,BRASIL,2017,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
EDITORA HEDRA LTDA,EDITORIAL COMERCIAL,BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,9.0
EDITORA HEMISFERIO SUL LTDA,EDITORIAL COMERCIAL,BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,1.0
EDITORA HERCULES LTDA-ME,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,1.0
EDITORA HOMEM ETERNO,EDITORIAL COMERCIAL,BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
EDITORA HOMEM ETERNO,EDITORIAL COMERCIAL,BRASIL,2021,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
EDITORA HR LTDA,EDITORIAL COMERCIAL,BRASIL,2013,810 - LITERATURA AMERICANA EN INGLÉS,30.0
EDITORA HR LTDA,EDITORIAL COMERCIAL,BRASIL,2014,810 - LITERATURA AMERICANA EN INGLÉS,1.0
EDITORA HYRIA LTDA-ME,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA HYRIA LTDA-ME,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
EDITORA IBPEX LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,2.0
EDITORA IDEIAS E LETRAS,EDITORIAL COMERCIAL,BRASIL,2024,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
EDITORA ILUMINATTA LTDA,EDITORIAL COMERCIAL,BRASIL,2013,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
EDITORA ILUMINATTA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,6.0
EDITORA ILUMINATTA LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,10.0
EDITORA ILUMINATTA LTDA,EDITORIAL COMERCIAL,BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,1.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2020,800 - LITERATURA Y RETÓRICA: GENERAL,7.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2020,810 - LITERATURA AMERICANA EN INGLÉS,2.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2020,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2020,840 - LITERATURA DE LAS LENGUAS ROMANCES,10.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2021,820 - LITERATURA INGLESA E INGLESA ANTIGUA,10.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2021,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,5.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2021,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2021,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2021,890 - LITERATURAS DE OTRAS LENGUAS,2.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2022,800 - LITERATURA Y RETÓRICA: GENERAL,8.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2022,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2023,800 - LITERATURA Y RETÓRICA: GENERAL,14.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2023,810 - LITERATURA AMERICANA EN INGLÉS,4.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2023,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2024,870 - LITERATURAS LATINAS E ITALIANAS,2.0
EDITORA ILUMINURAS,EDITORIAL COMERCIAL,BRASIL,2024,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2.0
EDITORA ILUMINURAS LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,2.0
EDITORA ILUMINURAS LTDA,EDITORIAL COMERCIAL,BRASIL,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
EDITORA ILUMINURAS LTDA,EDITORIAL COMERCIAL,BRASIL,2013,870 - LITERATURAS LATINAS E ITALIANAS,1.0
EDITORA ILUMINURAS LTDA,EDITORIAL COMERCIAL,BRASIL,2013,890 - LITERATURAS DE OTRAS LENGUAS,3.0
EDITORA ILUMINURAS LTDA,EDITORIAL COMERCIAL,BRASIL,2014,810 - LITERATURA AMERICANA EN INGLÉS,3.0
EDITORA ILUMINURAS LTDA,EDITORIAL COMERCIAL,BRASIL,2014,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
EDITORA ILUMINURAS LTDA,EDITORIAL COMERCIAL,BRASIL,2014,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
